,country,year,%_of_agricultural_gva_produced_by_irrigated_agriculture,%_of_total_country_area_cultivated,agricultural_water_withdrawal_as_%_of_total_water_withdrawal,agriculture_value_added_%_gdp,cultivated_area_arable_land_plus_permanent_crops,dam_capacity_per_capita,gdp_per_capita,industrial_water_withdrawal,municipal_water_withdrawal,population_density,rural_population,industrial_water_use_efficiency,irrigated_agriculture_water_use_efficiency,services_water_use_efficiency,water_use_efficiency,total_agricultural_water_managed_area,total_internal_renewable_water_resources_per_capita,total_population,total_population_with_access_to_safe_drinking_water,total_renewable_water_resources_per_capita,total_water_withdrawal,total_water_withdrawal_per_capita,urban_population,%_of_agricultural_water_managed_area_equipped_for_irrigation,agricultural_water_withdrawal,agricultural_water_withdrawal_as_%_of_total_renewable_water_resources,dependency_ratio,groundwater_accounted_inflow,groundwater_entering_the_country_total,national_rainfall_index,ratio_between_rainfed_and_irrigated_yields,water_stress,surface_water_entering_the_country_total,surface_water_leaving_the_country_to_other_countries_total,total_area_of_the_country_excl_coastal_water,total_dam_capacity,total_internal_renewable_water_resources,total_renewable_groundwater,water_resources_total_external_renewable
485,Brazil,2021,21.601452657868236,7.88291915210298,62.38891377387211,6.167149872419621,67129.12642773692,3198.633664857058,3653.110142224065,5.78231636804379,15.405782903313956,25.465989858353872,27999.802562383113,34.544800221988915,0.512988566684996,71.52725372786504,23.630428354044415,5148.63711029089,25664.887106742386,216862.51245542942,99.78946220475825,39202.310335983035,60.67315479739758,279.6499614659037,190554.26849928487,99.39534650318551,38.27681676156929,0.44266007586047207,34.5322077021,0.0,0.0,1934.0,1.841,0.7146504745384035,2986.0,585.7,851577.0,700.4272747031396,5661.0,645.6,2986.0
486,Brazil,2022,22.05877626566982,7.899048165439821,64.80674230617973,5.911923463053576,67266.47739602724,3164.90741739182,4049.1573401589453,3.715903924199902,15.045191497518118,25.65244008330461,27657.599905152834,39.04806809539787,0.4804610745635245,73.88909073409512,23.87865632301642,5081.516600879516,25463.97115951658,218450.27968814276,99.97796576986862,38895.417526292185,61.17172928509134,279.90328366079297,192538.87225089903,99.95551371410016,40.22570934423224,0.4651984427197803,34.5322077021,0.0,0.0,1934.0,1.841,0.4922718108666806,2986.0,585.7,851577.0,698.4707185301736,5661.0,645.6,2986.0
487,Brazil,2023,22.525095056220458,7.904965875411343,67.56783504076634,5.450583647473721,67316.87125259552,3142.7511086684353,3929.141705986873,1.4309290246926119,14.596970431819074,25.83854857456333,27316.459471003498,43.497285973095366,0.43351301906539885,78.67942850959479,24.57518633662662,4984.9117407881795,25260.894017008184,220035.1367947939,100.25440495958624,38585.22355857087,61.706810674736765,280.3136614249324,194518.39099068043,100.59260460136986,42.43070190374043,0.49069853014879544,34.5322077021,0.0,0.0,1934.0,1.841,0.24486429803496312,2986.0,585.7,851577.0,698.5730642433894,5661.0,645.6,2986.0
488,Brazil,2024,23.000644667495255,7.899797921671922,70.709369257798,6.1556279927607065,67272.86214754784,3120.5024623240865,3398.948181960372,-1.097530416429284,14.051548892278158,26.025897827786547,26979.778397328228,46.44761440332167,0.42888381224510685,81.64698741350016,24.39301202116822,4855.225425371967,25053.253692217197,221630.55994426456,100.41805009439435,38268.05947299097,62.27403622189885,280.83714751569954,196503.83105347134,101.30937118864493,44.91505878506199,0.5194293834023819,34.5322077021,0.0,0.0,1934.0,1.841,-0.029873320987729546,2986.0,585.7,851577.0,698.7157149402926,5661.0,645.6,2986.0
489,Brazil,2025,23.486170743456153,7.882303187688729,74.25969898302829,7.566473514243739,67123.8810162396,3097.8585787498278,2097.609763028177,-3.8940503103788493,13.39919492924514,26.215710435737837,26646.718243745832,51.773298932883,0.47116524955257355,83.85257725708387,24.244126652562723,4689.3002213560085,24839.462623083167,223246.96045658784,100.66722337140064,37941.50031828293,62.87785298419549,281.4786305659281,198506.8562884057,102.11549667545874,47.702029679461035,0.5516598782880536,34.5322077021,0.0,0.0,1934.0,1.841,-0.33540678880448604,2986.0,585.7,851577.0,698.876239337355,5661.0,645.6,2986.0
490,Italy,2021,45.3875020359074,27.14683470360108,47.77138200716063,1.9529441189085075,8188.94205024454,161.576014474202,28453.085118145205,4.3794410668780674,8.886911233088854,205.52970570145615,18092.69883560443,51.543194222066454,1.0209129033580924,142.99141021686896,47.934857077518366,4621.392635118474,2934.7926511352416,61990.07088397745,100.0,3076.3059406146244,34.01337024979638,560.7149689855707,42842.84391950761,100.0,16.25517629258021,8.501899802608929,4.6001045478,0.0,0.0,830.2,1.778,29.871398727558557,8.8,0.0,30236.14136453248,10.0476,182.5,43.0,8.8
491,Italy,2022,43.81533225748748,26.601160431897945,45.44113093083529,1.8706947446346047,8027.765286048544,161.05106244762095,27577.51440373717,3.9066384766750795,8.617539558005147,206.10346486510517,17972.21818268223,53.316727060893804,1.1265117155720654,148.52252357082145,54.41229860934266,4698.7807134198565,2925.257663192489,62184.43229114308,100.0,3066.3111833903486,29.13718336976753,479.24667612572216,42992.7359559803,100.0,13.983596868795493,7.3102593349836935,4.6001045478,0.0,0.0,830.2,1.778,25.607784708385765,8.8,0.0,30254.31193837824,10.0476,182.5,43.0,8.8
492,Italy,2023,41.02585070898954,27.597005848249957,31.95560995054591,1.5651731153191744,8327.015698530326,160.70561848528988,23531.81270926037,3.4172768090032632,8.297695872720904,206.5681581853406,17853.4600194039,56.15726094214306,1.0830745625970915,155.43855528152997,46.05391262510273,4509.7030546369,2918.983177431438,62319.066259665095,100.0,3059.7341470829956,39.80673939721591,662.8755867872917,43099.899678448644,100.0,11.98555483402665,6.265962065575375,4.6001045478,0.0,0.0,830.2,1.778,35.04736390284492,8.8,0.0,30261.74102495078,10.0476,182.5,43.0,8.8
493,Italy,2024,40.799665675259575,26.131710133997125,30.086709615642395,1.3348051381457662,7887.723383860376,160.6639368889139,17613.494480483572,3.0862700993053864,7.9916996087163765,206.62298569072263,17660.049225716764,55.66052816964423,1.1291195370445388,160.14946549628425,52.56095016135908,4502.591985952496,2918.2260920234385,62350.039087354104,100.0,3058.9405556388933,33.678959986042756,561.913631670692,43147.48033059955,100.0,9.683373499668525,5.062360094831599,4.6001045478,0.0,0.0,830.2,1.778,29.70855978539325,8.8,0.0,30276.48295105959,10.0476,182.5,43.0,8.8
494,Italy,2025,39.37414808334498,26.61976730692569,20.625055526631275,1.3286962492768044,8035.123576159441,160.55016813773642,15227.816667580444,2.8042952431020978,7.633575916090026,206.78529080412133,17455.87065158741,56.83005894528008,1.2891867295125214,165.71492149489194,50.79689144502459,4151.155687123203,2916.1596485869545,62401.3745071188,100.0,3056.7744699983164,36.75383195581328,616.878569941475,43201.09639448671,100.0,7.196500497316267,3.76244242901756,4.6001045478,0.0,0.0,830.2,1.778,32.47654780678337,8.8,0.0,30286.321849925855,10.0476,182.5,43.0,8.8
495,Israel,2021,68.99081711086112,24.25587114969474,48.92351883908997,0.9897186286938892,535.3270764669693,296.5961225031349,44483.17145718214,0.07662177925413846,0.934013864424836,398.07382658694496,670.8645260558764,603.6336298556639,2.0648380020751005,266.6980092901521,125.70139230695956,229.53623886122364,80.56053313188994,8785.489352773564,100.0,191.19699863306226,2.190463226668288,283.57994331064657,8198.43864653216,100.0,1.196976651255807,67.24587929144589,57.8651685393,0.725,0.725,391.6,1.916,90.99629997111208,0.305,0.015,2207.0,1103.875,0.75,1.225,1.03
496,Israel,2022,77.26734706336303,24.44175825855689,51.192269486079475,1.0147538879373272,539.4296047861895,298.64738666274553,49458.6102180173,0.09247412212781177,0.9465658731199567,405.62492036737183,678.8637580474954,532.7780005794916,2.296126513630146,280.7818403484453,130.35230458924403,230.9802611566345,78.43284585159913,8952.14199250775,100.0,186.14728748785586,2.2760461258115017,295.3299783970489,8357.382322851725,100.0,1.2769708322401925,71.73993439606886,57.8651685393,0.725,0.725,391.6,1.916,89.15136069156826,0.305,0.015,2207.0,1103.875,0.75,1.225,1.03
497,Israel,2023,82.84222700553333,25.614369547683,51.8344149089673,1.2162751745414992,565.3091359416045,311.58715224045267,51568.477097850635,0.1188924156215461,0.9617589643888313,413.42737227676633,687.3079880091576,439.9291461215321,2.7429718855591063,291.87723347821577,139.35914723794474,232.09026883707168,76.21231537712028,9124.342106147222,100.0,180.87722849508518,2.2831901920365114,294.87668729242773,8521.44047067653,100.0,1.2839736473532568,72.13335097586929,57.8651685393,0.725,0.725,391.6,1.916,67.66902168047694,0.305,0.015,2207.0,1103.875,0.75,1.225,1.03
498,Israel,2024,88.9016749865307,28.12159362825336,51.46269413548115,1.3670062514855268,620.6435714017372,339.254369970519,53681.145090587284,0.1422642666746742,0.9729494898144355,421.0878703071069,695.2546053116891,368.89887909856816,3.1615369910503097,296.7255612002541,147.78742032155753,232.8983292822085,74.10070436852844,9293.409297678216,100.0,175.86567170138017,2.231110710363396,285.4824703007026,8682.658331804492,100.0,1.2347073905431336,69.36558373947034,57.8651685393,0.725,0.725,391.6,1.916,88.12635809581523,0.305,0.015,2207.0,1103.875,0.75,1.225,1.03
499,Israel,2025,95.97798246112336,29.369694024763753,52.34186658629492,1.25830668849932,648.1891471548163,353.027157847058,56696.26273752562,0.15752111519512804,1.007536972341567,428.2483306014047,702.0956616301705,266.9690771834498,3.2443027184086053,299.7929971966335,149.71948086567275,238.19261475337728,72.20395671928806,9451.44065637211,100.0,171.36405728051403,2.2883333499893084,294.39995588683985,8833.7884686959,100.0,1.2675051933604666,71.20815693150061,57.8651685393,0.725,0.725,391.6,1.916,86.1459477639223,0.305,0.015,2207.0,1103.875,0.75,1.225,1.03
500,Ireland,2021,-0.0115862638216407,6.66420605552027,2.3707206547892694,0.743654688859872,468.3604015871746,162.78850907204907,88038.09259344496,0.6292957792813607,1.2331381623340762,73.0693095302952,1880.0116678333413,470.3261697064597,-0.004376933096011757,198.80756806820676,245.4944575232089,-0.028131317804220624,9179.098900496117,5135.3110737910765,98.47280600766706,9741.084547465643,1.7991461260162134,370.30274830663427,3282.824532925879,100.0,0.018730895605386405,0.03602095309205425,5.7692307692,0.0,0.0,1202.0,1.778,26.099493792601887,3.0,2.0,7028.0,0.869,49.0,10.8,3.0
501,Ireland,2022,0.03162732591292867,6.4617730264617395,1.3573206924429213,0.4918936878971522,454.1334082995779,160.25808588082907,89543.32195791544,0.7079829970058766,1.4867202786696339,73.98381115443912,1892.3097729240244,815.8533326124241,0.00782343263385515,201.0883494711338,271.2215961729439,0.07643594547672672,9036.416810313869,5199.582247934362,98.47291211424125,9589.666819108767,1.920261435683604,396.0395199550054,3329.753472649019,100.0,0.01284684592569124,0.024705472982050423,5.7692307692,0.0,0.0,1202.0,1.778,28.568294941517472,3.0,2.0,7028.0,0.869,49.0,10.8,3.0
502,Ireland,2023,0.08639002529559388,6.1555445567629095,1.2136784056486354,0.2336769401593472,432.6116714467612,158.23992123066913,86124.63552410876,0.7979006769876504,1.6991244626342907,74.77269257631475,1901.7273273494475,1229.17206128073,0.023380269220463278,211.01282259227108,314.46719470686094,0.20884642710742513,8922.619263872057,5255.0248342666155,98.55604315676851,9468.902075946042,1.987528846356395,408.23489273656304,3369.0975110832146,100.0,0.0071920662728793255,0.013830896667384216,5.7692307692,0.0,0.0,1202.0,1.778,31.29073683994607,3.0,2.0,7028.0,0.869,49.0,10.8,3.0
503,Ireland,2024,0.15351321583484662,6.155318359470814,1.076492476392512,-0.41336611652077654,432.5957742983687,156.5280998365117,83592.1877049549,0.9018697032277635,1.9260508491635007,75.4595983330672,1908.8574029581941,1643.7078177206447,0.0353549491551329,221.1184519854106,357.63400824847713,0.37103889250261035,8826.095387792046,5303.30057085026,98.64240631695311,9366.4685747992,2.0613088149850047,422.5338751814643,3403.5406692455763,100.0,0.0014375557255699705,0.002764530269480622,5.7692307692,0.0,0.0,1202.0,1.778,34.355253474433916,3.0,2.0,7028.0,0.869,49.0,10.8,3.0
504,Ireland,2025,0.23481319718539315,6.521169636238104,-2.579841810944548,-0.43424621503978905,458.3078020285133,155.22208770077484,83640.52169065681,1.0200836096688284,2.1689810471560453,76.01603165710459,1912.5033882738824,2051.9020258203373,0.055810473444282555,232.31091135108738,348.71899823860076,0.5673868427135931,8752.453736866686,5342.406704861447,98.7254173575405,9288.318251367607,2.3993600238504587,501.2456699504672,3431.206386221319,100.0,-0.004224752730062177,-0.008124524516257083,5.7692307692,0.0,0.0,1202.0,1.778,37.69146089400196,3.0,2.0,7028.0,0.869,49.0,10.8,3.0
505,Iraq,2021,57.00996823646182,13.641763823834394,74.59781289361787,6.384969338813219,5953.257394716255,3499.2043203359194,3261.6969381962035,6.9787666957777725,7.9568251442525835,90.63016905703489,12101.493887459019,0.9752929876310787,0.10993974657372224,16.755331225466634,4.623837772574957,3525.0,811.4096974692012,39410.51571483798,89.00531859968098,2071.3998697324537,55.531527939086374,560.1423995005081,28510.557128961933,100.0,42.94164077904306,47.78726994604781,60.827954596,0.08,0.08,225.0,2.201,77.98752259150126,61.33,1793.165,43441.23575947415,151.8,35.2,3.28,54.66
506,Iraq,2022,55.78350136884236,12.90449694121295,66.62591246169232,6.786329794865564,5635.772294961935,3403.8107667133722,2917.9489220894093,7.391274983801691,11.014997723113655,92.58339163730687,12345.627187187498,-19.939235388202334,0.09648877863922051,-15.61897945637567,5.161333206951405,3525.0,789.2894531508923,40181.974726779496,89.39329875417887,2014.9304051176705,55.51319367080899,458.9342935310989,29190.226819055773,100.0,42.226461327655066,46.99138807800069,60.827954596,0.08,0.08,225.0,2.201,77.9646127721411,61.33,1793.165,43322.493679508785,151.8,35.2,3.28,54.66
507,Iraq,2023,54.445243775501474,14.150165546521306,58.213239220334444,5.351541677931321,6204.988253002158,3312.3241613339205,4310.142515146245,7.749630580276377,14.61383817074841,94.34345571914137,12593.815137075999,-32.553750259393425,0.08220246393439096,-72.50211849436512,5.434681441163612,3525.0,768.0751678455966,41003.685899669115,89.63647194904055,1960.7737097329534,60.169795450006006,500.4952912123309,29940.395672445327,100.0,45.82239680378891,50.9930968207998,60.827954596,0.08,0.08,225.0,2.201,84.4967833247661,61.33,1793.165,43408.61704047253,151.8,35.2,3.28,54.66
508,Iraq,2024,52.617792863492134,13.16202875620698,47.296788102432004,7.285646908723718,5785.288764783814,3207.321040849865,3509.2046594913472,8.744770084714649,18.227067696207133,96.49244073737285,12854.799404284564,-65.31012480450345,0.03905714013653244,-108.85218922359316,5.611652197920291,3525.0,743.7266181679908,41881.10422640271,89.94043437955742,1898.6157360392476,58.01245819830871,335.8560821497714,30705.0157551783,100.0,42.46436252192655,47.256134566389285,60.827954596,0.08,0.08,225.0,2.201,81.4974297295008,61.33,1793.165,43320.954717284854,151.8,35.2,3.28,54.66
509,Iraq,2025,51.05530965532274,11.505340446233246,39.45728961294001,9.978789588974307,5066.183414921598,3080.112994995534,3013.094608444916,8.302835920362153,22.51716060838601,98.91029869296669,13119.462143758932,-79.67200573424178,0.05460116710631861,-162.11201167785615,6.45841120950512,3525.0,714.2291002887919,42816.517588922776,90.2098050848626,1823.3132656805076,59.080046529506305,241.45979159791992,31462.0658258275,100.0,43.73581881816657,48.671064786632854,60.827954596,0.08,0.08,225.0,2.201,82.94917387033475,61.33,1793.165,43143.85126968903,151.8,35.2,3.28,54.66
510,Bulgaria,2021,4.06961856444867,32.67074538227687,12.68343389413078,0.5388421324742887,3623.58780664706,944.3080197539061,11264.736667587935,4.287494966500243,0.8107672252049606,61.77156903982692,1607.5490368095411,2.943065621669308,0.10793542527672068,44.4052722622977,8.775858042006554,-1859.6733948829515,3042.2294450834283,6855.424537966336,99.31817594079423,3085.6898657275005,6.061452402399292,839.1772906246998,5222.450067604156,130.17178985978228,0.7427238745773356,3.4869665484036028,1.4084507042,0.0,0.0,543.3,1.778,40.7741596066476,0.3,16.9,11092.378424788076,6.5184,21.0,6.4,0.3
511,Bulgaria,2022,4.855176251207207,31.330372202358273,13.396143258986761,-1.673445072587055,3474.659939812019,949.5893842509993,12372.755840735179,4.112342961261006,0.8074177028111441,61.23842871254435,1556.513306396216,3.509826691665606,0.10931231180840428,46.750191926066954,9.575145489512755,-4387.710137857184,3059.244150293208,6797.982949191819,99.25279209138954,3102.947638154454,5.669797716852932,828.2727439230449,5206.336067138549,168.92208290323464,0.7679087653906328,3.605205471830937,1.4084507042,0.0,0.0,543.3,1.778,36.87244101420771,0.3,16.9,11092.537310331778,6.5184,21.0,6.4,0.3
512,Bulgaria,2023,5.615484669586681,29.45615688295705,12.319443927186875,0.3345313678892575,3266.015765294696,955.0533618732146,12575.719885449264,3.625904363746918,0.8320223072600025,61.06875378081855,1542.0109554758894,3.756076203899595,0.1495702824326084,46.4311958313514,10.412482251116712,-1780.19580166356,3076.8471709834166,6777.145751733652,99.28467014836758,3120.8021305688885,4.5069288409072055,750.9890852261161,5205.485678272512,129.01891644644655,0.5879055775219654,2.7601200820187253,1.4084507042,0.0,0.0,543.3,1.778,32.185500176072765,0.3,16.9,11091.210488834746,6.5184,21.0,6.4,0.3
513,Bulgaria,2024,5.47969267538615,27.62630830419788,9.339183159705435,-0.23145112104252297,3061.592786076669,960.8376995694354,13001.989826509332,4.35006614591392,0.7785826853975709,60.64724789189258,1503.4988888653286,3.6428187872697597,0.15151227356556496,48.26659447745715,10.463708217766316,-2303.4533212489605,3095.482279540535,6729.264171945465,99.29739594095962,3139.703454962503,4.738176915386022,826.1744389560266,5193.484373570954,136.57239084398515,0.5031787403933484,2.362341504567953,1.4084507042,0.0,0.0,543.3,1.778,32.81852974928033,0.3,16.9,11088.546861656094,6.5184,21.0,6.4,0.3
514,Bulgaria,2025,3.814665107143486,26.343284444424317,9.81696816372979,-2.058750795478159,2918.4445058380293,966.2649056102043,13458.363699950689,5.052465863203099,0.7528558646728364,60.06078082217991,1447.9902691382015,3.611806260378045,0.07638249430204858,52.44253391297363,10.617314567876297,-7391.661019239631,3112.9668350844,6665.80551458193,99.24515379460378,3157.4377898711714,5.300520561879383,949.2326131131609,5175.524228177721,214.15799324558037,0.6734584496691517,3.1617767598762136,1.4084507042,0.0,0.0,543.3,1.778,33.80590250064401,0.3,16.9,11087.866569575961,6.5184,21.0,6.4,0.3
515,Iran (Islamic Republic of),2021,41.72006448401267,10.726403771056294,91.77212886995862,14.830628946308066,18615.15818909149,588.9887281752777,8488.039417210077,1.1250644092523383,6.625024064848688,48.020763075384174,19937.62003604041,125.68757053456997,0.30664560584516487,39.58282282339969,4.074008170287604,9145.355220519228,1504.7784956729727,83688.3412015911,97.08414254171845,1604.843338050608,94.49530338764373,1141.0277765545657,64351.70121147169,99.89158561589544,86.75095874689141,63.300675847165756,6.7725904161,0.0,0.0,207.1,2.511,82.30322397362862,7.77,18.67,173627.76159606915,48.1267752523897,128.5,49.3,8.545
516,Iran (Islamic Republic of),2022,32.40565679662383,11.55186836288542,91.62843504740827,18.049781063551617,20019.672392642504,634.6391081098502,9613.490597449962,1.1348220327296668,6.791870256887888,48.591320033337496,19737.161676974196,94.45025703708959,0.2820853552726526,42.24941182034022,3.5875863006693742,9165.497490825845,1486.223523885365,84591.44465449701,97.12873265769619,1585.0544967381263,94.97069906421532,1118.6646924002096,65385.97986013583,99.89192066738913,87.04456616954067,63.515278078137484,6.7725904161,0.0,0.0,207.1,2.511,82.61976842489928,7.77,18.67,173367.00695346805,51.90689068995617,128.5,49.3,8.545
517,Iran (Islamic Republic of),2023,34.26279348454348,12.061935828496347,91.57883523285679,18.119779450895837,20919.3516146313,640.8729170033414,12719.678045160616,1.1380581621254777,6.846934308646362,49.071663521945396,19564.32191767719,135.12319840008692,0.2940344774554711,42.794714876157535,3.8370620411420373,9146.46832907701,1468.0378117650546,85574.54154372244,97.18492353928593,1565.6594701427234,95.12639581036059,1089.1069059786112,66450.23854146826,99.89144428959676,87.14169535446963,63.58617061888247,6.7725904161,0.0,0.0,207.1,2.511,82.69296952797137,7.77,18.67,173651.77755873496,52.93753896075478,128.5,49.3,8.545
518,Iran (Islamic Republic of),2024,24.627301059019846,12.911249589307547,91.45284850922941,19.7464912678497,22326.413789646467,604.3670260036315,13950.375152956936,1.1453552769886568,6.970777374061838,49.605900390122656,19404.91090302068,113.77031290205989,0.21280893342957583,47.41209569525032,3.4610627723277383,9252.52167744113,1448.3598681697,86324.7981980209,97.28511317660399,1544.6729815821375,95.47514533473891,1066.8420136868979,67520.7556093172,99.89291779401236,87.36041981362735,63.74569352016024,6.7725904161,0.0,0.0,207.1,2.511,83.06232293131086,7.77,18.67,173096.79229423063,50.80994070426544,128.5,49.3,8.545
519,Iran (Islamic Republic of),2025,48.40452052810862,13.816816475347549,90.99503679284258,21.803179806943707,23908.125042829834,631.9615535386547,16255.67091967027,1.1743406981045228,7.4637210048360085,50.12519523442389,19262.76908080115,119.88930106519578,0.3831790111445842,47.432187372411455,3.441943736406716,9274.150017988248,1429.2079282359239,87362.25722193948,97.24980597181676,1524.2474749033972,96.86783809626407,1050.2197692952084,68598.89393229978,99.89318188568075,88.2301565199694,64.38040080318196,6.7725904161,0.0,0.0,207.1,2.511,84.16941626018863,7.77,18.67,173343.2675014251,53.447813774279034,128.5,49.3,8.545
520,Indonesia,2021,44.0389064316,28.10604520990465,83.11320661890076,12.533484378673538,53787.2684100431,83.66520955893412,4785.894878108899,12.816060354009222,24.901331254967957,144.36434208158212,119492.26406183015,29.612741245659436,3.7003744970223047,22.339832428951414,9.916071022045987,9886.167090324765,7125.556045677324,276284.8736171696,90.3692708357989,7125.556045677324,263.4731301765729,992.7060976857063,156809.4820733068,68.54919950275759,218.75504628719986,10.836431678194735,0.0,0.0,0.0,2929.0,1.614,33.27852911499516,0.0,0.0,191955.89776322417,24.535651522588545,2018.7,457.4,0.0
521,Indonesia,2022,44.0389064316,28.754716660624506,84.59912406035743,11.330831844091325,55044.62342601144,82.75186521449125,5095.045254032572,17.26824978912329,25.923587031941622,146.02335475153666,119215.88751856801,34.68882090041495,3.7612084298093675,22.080069503831613,8.004203995510142,9772.510342746345,7018.844828457488,279550.6743762078,90.93468510870784,7018.844828457488,267.91999807906524,998.2048639918405,160318.53713389678,67.51843824460214,224.55632619595778,11.12380869841276,0.0,0.0,0.0,2929.0,1.614,34.17338934514566,0.0,0.0,192105.30488891763,24.753040606943802,2018.7,457.4,0.0
522,Indonesia,2023,44.0389064316,28.208466521799224,86.54329810677966,10.507280667778293,53990.72612501937,80.87196890729649,5306.149663114135,21.462575880918834,27.081106188394596,147.78069846464564,118811.387620086,40.469699077771025,3.8382701989329555,21.77490214159494,6.609713346916483,9616.918894653414,6923.205256719061,282850.5797421143,91.2308287547808,6923.205256719061,270.10316199631876,992.7110103489979,163859.5670227079,66.17846685405166,229.6749473764531,11.377368968993459,0.0,0.0,0.0,2929.0,1.614,34.90952394237622,0.0,0.0,192109.43018895763,24.634485173650518,2018.7,457.4,0.0
523,Indonesia,2024,44.0389064316,27.269827860785703,88.33722092374428,10.266061011595898,52235.7962375543,81.18053968627795,5583.394374664197,26.07297560496903,28.177379920449205,149.393114719582,118429.52222011253,43.93282052712394,2.82392659102086,21.991204041912578,4.330788464407508,9437.901770581799,6824.96710566326,286142.610612837,91.81521800485086,6824.96710566326,271.03245468755637,983.1006368390711,167364.83573259902,64.69760389105383,233.66784392831468,11.575164409144541,0.0,0.0,0.0,2929.0,1.614,35.550670050057775,0.0,0.0,192328.7427065944,25.102280081109182,2018.7,457.4,0.0
524,Indonesia,2025,44.0389064316,28.827536339925928,90.3857689438104,10.374405215479118,55192.61493686359,79.66743230136846,5930.3543217038905,30.374113912304693,29.650692030677945,151.16648796761325,118134.65036711998,48.67703491751578,15.155261293095801,22.00367269618269,19.039487538924153,9219.915246288281,6721.318867889797,289426.3252067645,92.20309351030174,6721.318867889797,273.29298621601964,979.6815224333839,170796.78555675253,62.958532483901145,239.5139773496082,11.864763330362207,0.0,0.0,0.0,2929.0,1.614,36.51742894911439,0.0,0.0,192341.20948409912,25.165434850956473,2018.7,457.4,0.0
525,India,2021,67.38495558618912,51.37658328002642,89.83259951804257,15.55487031497338,168888.1871532315,172.6829479537386,2185.564217476047,20.647358631211894,63.294717262422424,430.23748306821517,929381.9442883756,36.918287322539214,0.4044542563912149,22.62999388499465,2.928911678072333,73721.28954517313,990.0696738820081,1414302.4685908353,98.84678481973062,1308.3846056853401,839.4703156943785,530.3944195084377,484747.07705437735,100.0,755.5282398007238,39.53782195827271,30.5208533538,0.0,0.0,1502.0,2.175,67.08814617905337,635.2,1385.0,328726.0,249.0498218219598,1446.0,432.0,464.9
526,India,2022,63.10781283300368,51.27699853547805,89.81032409267775,17.307260351743402,168560.8262057305,172.74315970477338,2353.9179961231093,20.921201798834012,63.84240359766919,434.94595493917404,935241.7710990803,38.79609403089593,0.4447835945878401,23.803953596560394,3.0973932874479675,74206.45076013637,977.5881074939903,1429780.4398334054,99.57275983416324,1291.8901207540134,845.3618558434705,520.5110951705587,494702.8681555733,100.0,760.5982504469822,39.80314252171177,30.5208533538,0.0,0.0,1502.0,2.175,65.30529157199653,635.2,1385.0,328726.0,251.63065398490178,1446.0,432.0,464.9
527,India,2023,58.41176862547674,51.30798077750678,89.7926448991204,17.006137135556898,168662.6728906655,172.93895907460652,2474.494682121458,21.14979968664604,64.29959937329326,439.5961366837366,940926.9309010012,40.54161645062992,0.4593104680835648,24.936409576437956,3.237206906423539,74670.51495807816,965.23724476854,1445066.796274921,100.2588325462446,1275.5683617068971,850.2799761155408,509.2983210976914,504676.2755723765,100.0,764.8305770556169,40.02462593827654,30.5208533538,0.0,0.0,1502.0,2.175,63.13162579084406,635.2,1385.0,328726.0,254.36370868324573,1446.0,432.0,464.9
528,India,2024,53.11230199517239,51.241003577510796,89.77987698498626,18.258621854089185,168442.501420131,173.23522149840088,2586.8344984192445,21.327255883259056,64.65451176651914,444.18893091139626,946474.150820153,39.98956747236208,0.49038720398922886,25.777363888531244,3.3269952269088576,75112.55345267238,952.9569265647096,1460164.5050278977,100.91592131574484,1259.3398277817334,854.0978194312452,496.534355819028,514644.1921748774,100.0,768.1160517814801,40.196559306122055,30.5208533538,0.0,0.0,1502.0,2.175,65.72625565420607,635.2,1385.0,328726.0,257.2332627276199,1446.0,432.0,464.9
529,India,2025,58.919417593890856,51.26764029972095,89.77274097246833,18.514240660290685,168530.06325164015,175.4010683695898,2686.755670841543,21.446191880767984,64.89238376153689,448.71768369887195,951857.1283231477,40.95919577376783,0.5478828119722557,26.820484815385743,3.481577592696778,75525.6061452389,940.7582881563259,1475051.6929160913,101.53391725515381,1243.219234327771,856.656642463368,482.10291663568654,524625.3605301209,100.0,770.3180668210756,40.31179375271573,30.5208533538,0.0,0.0,1502.0,2.175,65.04644717505211,635.2,1385.0,328726.0,262.2781625098897,1446.0,432.0,464.9
530,Iceland,2021,0.0293332345,1.1530454861711645,-19.87685466115273,2.3419300257468563,118.76368507551527,6426.155508924502,90213.581767327,0.26917390481215875,0.07435318560134495,3.416553934961834,20.768561626962196,66.32454182307245,-24.981342543062127,175.60878640050475,64.48817760913737,5150.0,473720.3228502526,351.90505530281473,100.0,473720.3228502526,0.3248144857287003,696.2658657223725,332.092864985238,0.6015324614203701,-0.02897274742167265,-0.017042792582332593,0.0,0.0,0.0,923.4,1.778,0.4444189258707303,0.0,0.0,10300.0,2.3061,170.0,24.0,0.0
531,Iceland,2022,0.0293332345,1.143025897748512,-26.215815175549732,0.38967493249759644,117.73166746790784,6328.802236100225,106028.02962787068,0.2956259697303232,0.0745667030459378,3.4588459404045437,20.6578453550001,63.521751023797975,-37.128984514232585,180.744129303322,72.28915171470338,5150.0,466543.6798652267,356.2611318607858,100.0,466543.6798652267,0.3403394874328902,716.3950125506434,336.4080009803953,0.6013888938714802,-0.03929446175792893,-0.023114389243208293,0.0,0.0,0.0,923.4,1.778,0.4662077578412839,0.0,0.0,10300.0,2.3061,170.0,24.0,0.0
