,country,year,%_of_agricultural_gva_produced_by_irrigated_agriculture,%_of_total_country_area_cultivated,agricultural_water_withdrawal_as_%_of_total_water_withdrawal,agriculture_value_added_%_gdp,cultivated_area_arable_land_plus_permanent_crops,dam_capacity_per_capita,gdp_per_capita,industrial_water_withdrawal,municipal_water_withdrawal,population_density,rural_population,industrial_water_use_efficiency,irrigated_agriculture_water_use_efficiency,services_water_use_efficiency,water_use_efficiency,total_agricultural_water_managed_area,total_internal_renewable_water_resources_per_capita,total_population,total_population_with_access_to_safe_drinking_water,total_renewable_water_resources_per_capita,total_water_withdrawal,total_water_withdrawal_per_capita,urban_population,%_of_agricultural_water_managed_area_equipped_for_irrigation,agricultural_water_withdrawal,agricultural_water_withdrawal_as_%_of_total_renewable_water_resources,dependency_ratio,groundwater_accounted_inflow,groundwater_entering_the_country_total,national_rainfall_index,ratio_between_rainfed_and_irrigated_yields,water_stress,surface_water_entering_the_country_total,surface_water_leaving_the_country_to_other_countries_total,total_area_of_the_country_excl_coastal_water,total_dam_capacity,total_internal_renewable_water_resources,total_renewable_groundwater,water_resources_total_external_renewable
138,Botswana,2024,1.8144038123578152,0.07978334473337274,36.0991235181739,1.2609975873572017,46.41236515774505,54.96740637054469,9519.413563690725,0.025171883849263162,0.11280994197506967,4.223432203027729,668.8867532981585,73.53634532850178,0.08839333565313062,117.26626818828528,85.2684505802699,10.70194460352646,916.5287976194802,2456.8972154668495,96.99418683192602,4674.296867859154,0.2754249323365055,74.12709659775311,1836.6747362240205,41.34253931085566,0.10152081479477779,0.8294184212573087,80.3921568627,0.0,0.0,430.4,1.337,2.741793007797931,9.04,0.6,58173.0,1.3331827591727334,2.4,1.7,9.84
139,Botswana,2025,1.8878291951873032,0.007690432533761296,36.86071051407404,1.5384417875580936,4.473755442244389,-94.53317080695504,9359.64686549519,0.02297729200731625,0.11333788093695196,4.28461036492079,650.1654588231762,26.111102950510816,0.09438418967100574,125.93619291469626,86.36549725430733,10.852238580411733,897.9031861990584,2492.486387551303,97.05831857582017,4579.306249615266,0.2981630558288778,72.08751895652607,1897.1475016137101,42.42805644595276,0.1121618702688173,0.9163551493020589,80.3921568627,0.0,0.0,430.4,1.337,2.946529561987764,9.04,0.6,58173.0,1.403167564091027,2.4,1.7,9.84
140,Jordan,2021,35.28322278953397,3.068424880646258,51.01088953475401,5.100042154307693,273.30376144511916,23.888970006577992,5156.34588546562,0.03612281323115134,0.4934369568272095,114.91043534307258,877.7337403168488,305.76473113707493,1.7929884079691454,49.49503275105857,28.97931269671949,71.25297015247634,54.667812519938145,10269.2996111618,96.85817343323974,75.10812365272696,1.1289782740999297,106.00508391971589,9280.688944980935,100.0,0.6601895058319273,70.45779139956204,27.2145144077,0.09,0.27,148.8,1.776,109.1408313111892,0.4,35.82648507623839,8946.19623215345,0.25700192958901397,0.682,0.54,0.255
141,Jordan,2022,35.71697094188895,2.5950861032399937,48.82247010962288,5.081157139094134,230.6287033390134,23.538050012455074,5412.051797478363,0.034904643502080654,0.5160761612199921,119.5796255870857,829.326672295648,323.7830492093242,1.8927658938088832,50.16478631625636,29.029237698449755,69.506732346506,49.450867654199634,10690.82056914163,96.86457381748056,67.94056157188238,1.1265898149179099,97.13339161383243,9749.204278839763,100.0,0.7140091729166093,76.20161930342924,27.2145144077,0.09,0.27,148.8,1.776,116.00924976243698,0.4,34.953366173252995,8953.172664876689,0.26541187056670634,0.682,0.54,0.255
142,Jordan,2023,35.48369665925821,2.3551546860614447,48.768513484824034,4.980368308524071,208.58523762521736,14.971862720417418,5714.163001425706,0.03852847546476183,0.5297391257914116,124.38897604774073,770.8247479394634,335.1647513460073,1.9548493891248078,54.07425710797212,28.62434795384885,72.7600945455792,44.067956305290174,11125.705259263339,96.87077892706904,60.5449780909741,1.1594004174169932,94.80398413701045,10240.098342187548,100.0,0.8177331206539811,87.2714109505852,27.2145144077,0.09,0.27,148.8,1.776,127.46346343603452,0.4,36.58004727278959,8961.267400143011,0.2293230048042052,0.682,0.54,0.255
143,Jordan,2024,27.86122171290726,1.4530825473961173,47.291635523963045,5.15336896818076,127.67683027538058,13.539453241490262,5910.449543347564,0.03947707267105892,0.5371613143809368,129.2511081551208,695.814640420434,341.0374020759193,1.9841387839121265,57.11912980778498,28.276552761070306,64.65802253449655,39.229631347162,11566.094072441836,96.87872513611748,53.89760201204855,1.13448180790871,82.3199985315439,10757.000167998824,100.0,0.8831115307116966,94.24882930305834,27.2145144077,0.09,0.27,148.8,1.776,133.41827181252822,0.4,32.52901126724823,8970.006779688982,0.23084510790926382,0.682,0.54,0.255
144,Jordan,2025,32.10407435408472,1.1063326371095121,43.407854141904174,5.038165553510003,95.9514494967989,12.10655131224125,6154.489579561353,0.04227255443431675,0.5526959736801881,133.91839705238104,673.625645144413,349.9615130138666,2.1612646891024716,57.10027531870862,28.496831085514664,61.94793480696933,34.82810396175863,11990.011878925061,96.88695597463494,47.850342246513264,1.0748057158289177,64.88962217808506,11203.295794130432,100.0,0.9159230899608402,97.75059656442053,27.2145144077,0.09,0.27,148.8,1.776,138.8573231809261,0.4,31.173967403484607,8979.656097817382,0.2313591576218766,0.682,0.54,0.255
145,Liberia,2021,0.0286035261,6.4819214646757075,8.38474303281625,78.0901750130621,721.8750127235566,42.14332487850831,559.5280169759588,0.053612347595321734,0.08052221750627252,45.16732068201964,2485.1320875795986,2.9345062806567235,0.035859848983777975,5.028768283159942,4.415007103015964,20.1,35325.28693569889,5030.210567835226,79.38143484192983,40978.667641587475,0.14643423851330217,29.203781482445557,2592.1495596804134,10.447761194,0.0123,0.0053017241,13.7931034483,0.0,0.0,2413.0,1.725,0.2652790719234274,32.0,0.0,11137.0,0.2386,200.0,45.0,32.0
146,Liberia,2022,0.0286035261,376701063.95891315,-49185890.879779465,-24818362953.2194,41953197491.868164,-2678636046.8179364,152276745715.75067,272768.1683146987,413698.38974196586,-872672955.0822551,5269950175.432538,-1805241606.4708347,-17323859.073833533,-1131115037.808842,-899537332.7241355,20.1,-2245294255595.893,-97189587027.88309,2703076101.8412623,-2604541336491.0674,686466.5733434545,764306223.3499222,-103509792911.54839,10.447761194,0.0123,0.0053017241,13.7931034483,0.0,0.0,2413.0,1.725,1243598.8584833415,32.0,0.0,11137.0,0.2386,200.0,45.0,32.0
147,Liberia,2023,0.0286035261,-140120569.2984888,135930424.7281068,-32482099133.54567,-15567387925.652727,2387075110.840083,23142728354.39814,-745341.1985055419,-1130585.297690072,1191108656.2965353,13979560492.531588,-2205693436.414784,-6458271.952303928,-1440098553.5227807,-2011476986.5777268,20.1,2001077305132.6504,132712764674.78511,-2883057583.8267484,2319919911813.7144,-1875910.9838956136,-1547549670.7643478,121283021563.25723,10.447761194,0.0123,0.0053017241,13.7931034483,0.0,0.0,2413.0,1.725,-3398393.744376112,32.0,0.0,11137.0,0.2386,200.0,45.0,32.0
148,Liberia,2024,0.0286035261,-3.752748539345618e+17,4.8998703276421384e+16,2.4720914258734416e+19,-4.179436048148067e+19,2.668298485705689e+18,-1.5168564441500084e+20,-271734020282933.38,-412129932676325.3,8.693005092427407e+17,-5.249731175242958e+18,1.7981742325153987e+18,1.72560599607652e+16,1.1266828650137027e+18,8.959929397178332e+17,20.1,2.2366290744445376e+21,9.681399773457862e+19,-2.6926684405691515e+18,2.594489726356859e+21,-683863955934762.1,-7.613664130062213e+17,1.0311001098162078e+20,10.447761194,0.0123,0.0053017241,13.7931034483,0.0,0.0,2413.0,1.725,-1238883971897673.8,32.0,0.0,11137.0,0.2386,200.0,45.0,32.0
149,Liberia,2025,0.0286035261,5.252037192397619e+17,-1.8567146197588378e+17,7.035255936650314e+18,5.846685626243062e+19,-5.109514097158783e+18,1.3242511008059726e+20,1021177732530176.0,1548939488657408.0,-2.0761858164968653e+18,-8.550277406609372e+18,3.5105124788260045e+17,-1.1239207859126272e+16,2.7851536628658995e+17,1.0830769525977252e+18,20.1,-4.2824391086693994e+21,-2.3135765341988192e+20,5.631056442678051e+18,-4.967308259403072e+21,2569657592578048.0,2.3218024204908626e+18,-2.2639173114326417e+20,10.447761194,0.0123,0.0053017241,13.7931034483,0.0,0.0,2413.0,1.725,4655806020583424.0,32.0,0.0,11137.0,0.2386,200.0,45.0,32.0
150,Japan,2021,75.06698955393422,11.498196122910374,69.03029219148584,1.1049745710043553,4346.157870787159,251.87652056028992,35468.51432554005,9.196316696836485,13.805789655251782,333.6865691829526,2097.696260303989,113.6327137694427,0.6855074299461585,243.5616344809187,60.35338938987497,3109.4392335803195,3409.9252148397345,126088.43026659628,100.0,3409.9252148397345,75.05552695559757,584.6598061837221,114506.25077652732,100.0,52.053420603508314,12.105446651931741,0.0,0.0,0.0,1578.0,1.545,34.4554871818319,0.0,0.0,37786.55822559621,31.75768559708523,430.0,27.0,0.0
151,Japan,2022,75.22753078267287,11.461498892629415,67.81681165540546,1.0674083861003227,4332.279774837227,247.7523740644273,38406.57966857843,10.607505560596405,14.105345744619958,332.720811495026,1931.2957701303194,107.59451172426306,0.6248921211227774,241.7940956003091,59.93763922590522,3156.619112839914,3419.6695776698416,125719.21731012606,100.0,3419.6695776698416,76.94058201853443,600.1281067922368,113304.22764778594,100.0,52.22773071331786,12.145983886846096,0.0,0.0,0.0,1578.0,1.545,35.36308243764413,0.0,0.0,37785.30115050932,31.139494798597685,430.0,27.0,0.0
152,Japan,2023,75.3894822063142,11.420551933330067,68.11089470892622,1.1204912011616965,4316.782978352509,248.52884716714783,37274.708836142534,10.325558534570678,14.00464826307048,331.6452493849377,1822.3692913799337,109.05911079286025,0.5973237197974097,243.54848865184124,60.17122796116283,3211.4212634099235,3430.5173719252484,125307.69645013197,100.0,3430.5173719252484,76.52032596679167,597.6273863508991,111897.19463922193,100.0,52.19011916915723,12.137237016065923,0.0,0.0,0.0,1578.0,1.545,35.171173786939114,0.0,0.0,37783.806620107935,31.136832059917758,430.0,27.0,0.0
153,Japan,2024,75.5530102330222,11.368222713198433,68.44893617505588,1.1769330489023377,4296.970557530621,248.90428656941336,35463.07086123195,10.0042550214295,13.905550490273303,330.46834422254574,1768.8519623707311,110.06251713466439,0.5596610961014516,243.6903965424022,59.98803807786661,3274.647517705902,3442.3885640363706,124856.97895396214,100.0,3442.3885640363706,76.09309535104627,595.1241576404198,110279.17905751122,100.0,52.18328983934761,12.135648799886667,0.0,0.0,0.0,1578.0,1.545,34.975518734881554,0.0,0.0,37782.04930421218,31.07309705411259,430.0,27.0,0.0
154,Japan,2025,75.71830376183692,11.316181522738946,68.83566075237374,1.3031359966639149,4277.388472914729,249.23045720060856,36935.00476716251,9.639437715735813,13.808254920541494,329.18787266490125,1758.9212083850075,110.94031057687651,0.5546654473513597,243.51617678747604,59.71025226853445,3347.185358397552,3455.2121051968998,124369.8855774265,100.0,3455.2121051968998,75.65817768330808,592.5842311782307,108452.51427485752,100.0,52.21048504703082,12.14197326674618,0.0,0.0,0.0,1578.0,1.545,34.77573428972155,0.0,0.0,37781.107265616134,30.99391371854547,430.0,27.0,0.0
155,Mongolia,2021,6.06219711490671,0.8589716513222537,50.70623327012876,9.664704639591594,1343.5332924034506,76.23368438610993,5139.946702797166,0.19669924828501745,0.05300837855655391,2.0449884738599606,1059.773186862137,30.212470366532518,0.3248420642339186,110.33476725937544,23.173272072108055,84.4776696477631,10611.728866547974,3198.603904771913,67.84827874547362,10611.728866547974,0.46993318343753715,153.76261576470435,2289.416432583322,100.0,0.26069617860686023,0.7491269501506209,0.0,0.0,0.0,177.5,1.778,3.426788756243831,0.0,26.4,156411.41238608363,0.25,34.8,6.1,0.0
156,Mongolia,2022,6.381694946144102,0.8670007871622921,44.25170196309797,13.091129995949137,1356.0916771243199,74.48953103355487,5506.09459916303,0.25544575524919844,0.04741368958059286,2.0806768510590263,1083.057473837804,32.90354086750037,0.36930910803296724,116.62008652292408,24.407534676393656,84.95565289969078,10368.942719872603,3254.424456327258,68.09553843373426,10368.942719872603,0.5112395771369054,146.7757596694642,2337.5500172168713,100.0,0.2648304774779315,0.7610071191486887,0.0,0.0,0.0,177.5,1.778,3.713062992548396,0.0,26.4,156411.3511800073,0.25,34.8,6.1,0.0
157,Mongolia,2023,6.740886533405317,0.8796404597486891,37.22465418493609,13.703360374164328,1375.8614798544997,72.73043719481805,5954.468795207632,0.3199710187586218,0.04149029577645306,2.117063983541691,1109.9992289768036,34.80524095024063,0.3863651465464909,126.23236519406056,25.889906127010782,85.6645776557066,10124.076857522297,3311.337910157115,68.2657557479706,10124.076857522297,0.554961629740596,138.75777420821942,2385.316714467921,100.0,0.2693227749904463,0.7739160201778397,0.0,0.0,0.0,177.5,1.778,3.9881913818426518,0.0,26.4,156411.28263769075,0.25,34.8,6.1,0.0
