,country,year,%_of_agricultural_gva_produced_by_irrigated_agriculture,%_of_agricultural_water_managed_area_equipped_for_irrigation,%_of_total_country_area_cultivated,agricultural_water_withdrawal,agricultural_water_withdrawal_as_%_of_total_renewable_water_resources,agricultural_water_withdrawal_as_%_of_total_water_withdrawal,agriculture_value_added_%_gdp,cultivated_area_arable_land_plus_permanent_crops,dam_capacity_per_capita,dependency_ratio,gdp_per_capita,groundwater_accounted_inflow,groundwater_entering_the_country_total,industrial_water_withdrawal,municipal_water_withdrawal,national_rainfall_index,population_density,ratio_between_rainfed_and_irrigated_yields,rural_population,industrial_water_use_efficiency,irrigated_agriculture_water_use_efficiency,services_water_use_efficiency,water_use_efficiency,water_stress,surface_water_entering_the_country_total,surface_water_leaving_the_country_to_other_countries_total,total_agricultural_water_managed_area,total_area_of_the_country_excl_coastal_water,total_dam_capacity,total_internal_renewable_water_resources,total_internal_renewable_water_resources_per_capita,total_population,total_population_with_access_to_safe_drinking_water,total_renewable_groundwater,total_renewable_water_resources_per_capita,total_water_withdrawal,total_water_withdrawal_per_capita,urban_population,water_resources_total_external_renewable
22,Zambia,2023,5.874120229356135,60.91811912938782,5.0770247692555825,1.1519998576591775,1.0992365053786042,73.28244144189344,0.6932028779676838,3821.020256957156,4929.112919432361,23.4732824427,984.8288716515474,0.0,0.0,0.13,0.29,1065.0,26.47240817159799,2.885,10936.634048874132,73.90891694117273,0.013141594985931267,46.407563745702525,14.774788369575708,2.835497628245981,24.6,104.3,255.89838396343725,75261.0,101.1334,80.2,3908.8457978350752,19923.783732384385,65.40835897339602,47.0,5107.8183066831825,1.5719998576591772,77.80807829656217,9344.179778218106,24.6
23,Zambia,2024,5.8741202919340285,60.918131872615206,5.07208869980402,1.1519998304234986,1.099236479390361,73.28244127195869,0.02570160571828861,3817.305499886038,4738.843851975242,23.4732824427,984.1936024608686,0.0,0.0,0.13,0.29,1065.0,27.155276171153112,2.885,11134.598062617448,76.96778667461065,0.007179720978822468,46.499783786528184,15.097896776316594,2.835497588589727,24.6,104.3,255.89843435344065,75261.0,101.1334,80.2,3757.9602014008333,20437.87446491042,65.41096810602697,47.0,4910.65101024094,1.5719998304234983,75.27141484532804,9680.999096842146,24.6
24,Zambia,2025,5.8741203545119225,60.918144615842586,5.067152630352458,1.15199980318782,1.0992364534021182,73.28244110202394,-0.6417996665311065,3813.5907428149194,4548.574784518122,23.4732824427,983.5583332701898,0.0,0.0,0.13,0.29,1065.0,27.838144170708237,2.885,11332.562076360766,80.02665640804857,0.0012178469717136695,46.592003827353835,15.42100518305748,2.8354975489334726,24.6,104.3,255.89848474344407,75261.0,101.1334,80.2,3607.0746049665913,20951.965197436453,65.41357723865792,47.0,4713.483713798698,1.5719998031878197,72.7347513940939,10017.818415466187,24.6
20,Cameroon,2021,0.7200098082,100.0,16.335599490622002,0.737,0.2602860675,67.71406076447003,15.154001990453004,7766.780489508555,570.6384337580594,3.5846724351,1544.9981756355328,0.0,0.0,0.10460004847554129,0.24680011444501068,1694.0,57.21003729170489,1.52,11142.70047439427,82.1768952655101,0.05450477342968668,77.16036955159996,26.197137128102163,1.5604303410778522,4.0,40.0,25.654,47544.0,15.610623,273.0,9979.377929633072,27199.935602065063,75.60072323736902,100.0,10350.406086380182,1.0884001629205522,39.93995313461376,15449.186511090462,10.15
21,Cameroon,2022,0.7200098082,100.0,16.370509093398244,0.737,0.2602860675,67.71404582144054,15.156826990453002,7783.4729023706095,553.3869727355179,3.5846724351,1574.311429068553,0.0,0.0,0.10460009641458286,0.24680022762340909,1694.0,58.588853866529746,1.52,11268.739474394271,83.27973729006517,0.056327183420741306,77.66525482657853,26.61846430220852,1.5604305720705978,4.0,40.0,25.654,47544.0,15.610623,273.0,9677.683919138293,27855.474752885988,75.60138064495933,100.0,10037.49525656617,1.0884003240379923,38.879167284628075,15958.939640240744,10.15
22,Cameroon,2023,0.7200098082,100.0,16.405418696174483,0.737,0.2602860675,67.71403087841105,15.159651990453002,7800.165315232665,536.1355117129764,3.5846724351,1603.6246825015735,0.0,0.0,0.10460014435362443,0.24680034080180752,1694.0,59.96767044135459,1.52,11394.778474394272,84.38257931462024,0.05814959341179594,78.17014010155711,27.039791476314875,1.5604308030633431,4.0,40.0,25.654,47544.0,15.610623,273.0,9375.989908643516,28511.01390370691,75.60203805254966,100.0,9724.584426752159,1.088400485155432,37.8183814346424,16468.692769391026,10.15
23,Cameroon,2024,0.7200098082,100.0,16.440328298950725,0.737,0.2602860675,67.71401593538157,15.162476990453001,7816.857728094721,518.884050690435,3.5846724351,1632.937935934594,0.0,0.0,0.104600192292666,0.24680045398020592,1694.0,61.346487016179445,1.52,11520.817474394273,85.48542133917532,0.05997200340285056,78.67502537653569,27.461118650421234,1.5604310340560885,4.0,40.0,25.654,47544.0,15.610623,273.0,9074.295898148739,29166.55305452783,75.60269546013998,100.0,9411.673596938146,1.0884006462728721,36.75759558465672,16978.445898541308,10.15
24,Cameroon,2025,0.7200098082,100.0,16.475237901726963,0.737,0.2602860675,67.71400099235208,15.165301990453,7833.550140956776,501.6325896678935,3.5846724351,1662.2511893676142,0.0,0.0,0.10460024023170757,0.24680056715860435,1694.0,62.7253035910043,1.52,11646.856474394273,86.58826336373039,0.061794413393905186,79.17991065151426,27.88244582452759,1.5604312650488341,4.0,40.0,25.654,47544.0,15.610623,273.0,8772.601887653962,29822.092205348752,75.6033528677303,100.0,9098.762767124133,1.0884008073903122,35.69680973467104,17488.19902769159,10.15
20,Ethiopia,2021,5.2965402904,43.83742133022957,16.467111282287497,9.670143921227085,7.926162733468904,91.82392727702423,36.23995840580512,18758.939323088794,279.8094711449347,0.0,883.9203421437635,0.0,0.0,0.05005969283597356,0.8069722341850227,1073.0,103.16455303858791,1.374,89867.20500052458,415.1693383937746,0.028902286265239274,45.10677991843319,5.58552044010237,32.16231651527928,0.0,96.5,1958.996540312752,113623.95440841166,32.61142478231316,122.0,1029.8272278923457,117790.9687276311,57.308367614913884,20.0,1029.8272278923457,10.511039995787655,89.09594470996028,25531.962816354193,0.0
21,Ethiopia,2022,5.2965402904,43.843173159395135,16.67347887159747,9.654386753167033,7.912935364913053,91.81143923958726,36.91826484263304,19041.80635433519,284.20992316604764,0.0,927.4787537032248,0.0,0.0,0.049851579777678144,0.8060379376237301,1073.0,105.15009976898152,1.374,91438.76300052459,415.0442744106987,-0.0030912332434771123,47.90152559468487,5.799792988716984,32.09695231895691,0.0,96.5,1959.7357690418455,113623.95440847866,33.61209495371046,122.0,998.9919177472214,120623.4569563311,57.3161319085798,20.0,998.9919177472214,10.487794542039074,86.51902035856631,26607.234464250163,0.0
22,Ethiopia,2023,5.2965402904,43.848924988560704,16.879846460907444,9.638629585106983,7.899707996357202,91.79895120215028,37.596571279460974,19324.673385581587,288.61037518716057,0.0,971.037165262686,0.0,0.0,0.049643466719382724,0.8051036410624376,1073.0,107.13564649937513,1.374,93010.3210005246,414.9192104276228,-0.0350847527521935,50.69627127093655,6.014065537331597,32.03158812263454,0.0,96.5,1960.4749977709394,113623.95440854567,34.61276512510776,122.0,968.1566076020968,123455.9451850311,57.32389620224572,20.0,968.1566076020968,10.464549088290495,83.94209600717232,27682.506112146133,0.0
23,Ethiopia,2024,5.2965402904,43.85467681772628,17.086214050217418,9.622872417046931,7.886480627801351,91.7864631647133,38.2748777162889,19607.540416827986,293.0108272082735,0.0,1014.5955768221473,0.0,0.0,0.049435353661087304,0.804169344501145,1073.0,109.12119322976872,1.374,94581.87900052458,414.7941464445469,-0.06707827226090989,53.49101694718823,6.228338085946211,31.966223926312168,0.0,96.5,1961.214226500033,113623.95440861267,35.61343529650506,122.0,937.3212974569723,126288.4334137311,57.331660495911635,20.0,937.3212974569723,10.441303634541915,81.36517165577835,28757.777760042103,0.0
24,Ethiopia,2025,5.2965402904,43.86042864689185,17.29258163952739,9.60711524898688,7.873253259245501,91.77397512727633,38.95318415311682,19890.407448074384,297.4112792293864,0.0,1058.1539883816085,0.0,0.0,0.04922724060279189,0.8032350479398525,1073.0,111.10673996016233,1.374,96153.43700052457,414.669082461471,-0.09907179176962626,56.28576262343991,6.4426106345608245,31.900859729989797,0.0,96.5,1961.9534552291266,113623.95440867968,36.614105467902355,122.0,906.4859873118478,129120.92164243109,57.33942478957755,20.0,906.4859873118478,10.418058180793336,78.78824730438438,29833.049407938073,0.0
20,Eswatini,2021,30.4127589147,100.0,10.944688894882214,1.006,22.3059866962,94.19475342269655,8.21674041842136,190.0,498.90094513907434,41.4634146341,2740.209522076451,0.0,0.0,0.020700011618104933,0.04130002310266844,647.9999522496919,67.52017878747525,1.408,1106.9439363897634,63.843703774807366,0.10553025007477713,53.33062483140921,3.4442939633216696,77.55991517302492,1.87,4.5,49.851,1736.0,0.584989999926776,2.64,2251.488523862133,1172.1502569434385,74.10051934144336,0.66,3846.2928949360044,1.0680000347207736,910.9107625256571,356.3559999951421,1.87
21,Eswatini,2022,30.4127589147,100.0,10.944677386799798,1.006,22.3059866962,94.19475029109321,8.068105807446653,190.0,493.5721869579893,41.4634146341,2172.634587055377,0.0,0.0,0.020700023107627294,0.041300045949649686,647.9999437534207,68.21418879849662,1.408,1122.425958417596,62.74776506699359,0.10345355405976214,52.073664436600694,3.3696044299011128,77.55991749204975,1.87,4.5,49.851,1736.0,0.5849899998472108,2.64,2227.4398512480916,1184.1982852787844,74.10101158994486,0.66,3805.209745893832,1.0680000690572773,901.2620179478795,364.8169999927578,1.87
22,Eswatini,2023,30.4127589147,100.0,10.944665878717384,1.006,22.3059866962,94.19474715948986,7.919471196471945,190.0,488.24342877690424,41.4634146341,1605.0596520343024,0.0,0.0,0.020700034597149652,0.04130006879663093,647.9999352571494,68.90819880951801,1.408,1137.9079804454282,61.6518263591798,0.10137685804474715,50.81670404179217,3.2949148964805564,77.55991981107458,1.87,4.5,49.851,1736.0,0.5849899997676454,2.64,2203.3911786340504,1196.2463136141305,74.10150383844638,0.66,3764.1265968516595,1.068000103393781,891.6132733701019,373.27799999037353,1.87
23,Eswatini,2024,30.4127589147,100.0,10.94465437063497,1.006,22.3059866962,94.19474402788651,7.770836585497237,190.0,482.9146705958192,41.4634146341,1037.484717013228,0.0,0.0,0.02070004608667201,0.041300091643612175,647.9999267608781,69.60220882053939,1.408,1153.3900024732604,60.55588765136602,0.09930016202973216,49.55974364698365,3.22022536306,77.55992213009941,1.87,4.5,49.851,1736.0,0.5849899996880802,2.64,2179.342506020009,1208.2943419494763,74.10199608694789,0.66,3723.043447809487,1.0680001377302846,881.9645287923242,381.73899998798925,1.87
24,Eswatini,2025,30.4127589147,100.0,10.944642862552554,1.006,22.3059866962,94.19474089628318,7.622201974522529,190.0,477.58591241473414,41.4634146341,469.9097819921535,0.0,0.0,0.02070005757619437,0.04130011449059342,647.9999182646069,70.29621883156078,1.408,1168.872024501093,59.459948943552234,0.09722346601471718,48.30278325217513,3.145535829639443,77.55992444912424,1.87,4.5,49.851,1736.0,0.5849899996085149,2.64,2155.2938334059672,1220.3423702848224,74.10248833544941,0.66,3681.9602987673147,1.0680001720667882,872.3157842145466,390.199999985605,1.87
20,Estonia,2021,0.4898690996512908,100.0,15.480540810333057,0.0031756630542650022,0.02472832265780219,0.4253618359059403,2.035040282853702,701.8234536477611,137.4142527238205,0.7496486022,23945.75181364409,0.0,0.0,0.7482986372724993,0.07043443310932247,621.4,29.2928754931252,1.778,396.8720000053942,7.3979712495090775,0.5849237952167484,271.0640704517231,30.133464350498137,9.316737966586132,0.096,0.096,0.7929804465044243,4534.0,0.1825,12.71,9570.055522134402,1328.1555317807906,99.59583759950853,4.0,9642.339181277564,0.774153364634059,584.5166094150499,900.4571079624498,0.096
21,Estonia,2022,0.4898691839112887,100.0,15.53556408116636,0.0021268978621092286,0.01670345241276856,0.37091042918167627,1.9035460076620705,704.2645936777744,137.25203743434147,0.7496486022,24780.22765388992,0.0,0.0,0.7114437659362409,0.07255999594270064,621.4,29.32825208842915,1.778,393.55000000829995,8.26738739589253,0.5957788898167484,274.7829697057269,33.9791250923041,9.402390409332975,0.096,0.096,-0.16739640153657342,4534.0,0.1825,12.71,9558.758121261808,1329.7760635334917,99.59311603089184,4.0,9630.95644815357,0.6953544281369112,525.6904671945881,900.5492159246253,0.096
22,Estonia,2023,0.4898692681712866,100.0,15.59058735199966,0.001078132669953455,0.008678582167734927,0.3164590224574122,1.7720517324704383,706.7057337077878,137.08982214486244,0.7496486022,25614.703494135752,0.0,0.0,0.6745888945999824,0.0746855587760788,621.4,29.363628683733094,1.778,390.22800001120567,9.136803542275985,0.6066339844167484,278.5018689597306,37.824785834110074,9.48804285207982,0.096,0.096,-1.1277732495775714,4534.0,0.1825,12.71,9547.460720389214,1331.3965952861925,99.59039446227513,4.0,9619.573715029579,0.6165554916397634,466.86432497412625,900.6413238868007,0.096
23,Estonia,2024,0.48986935243128454,100.0,15.645610622832962,2.936747779768139e-05,0.0006537119227012986,0.2620076157331481,1.6405574572788064,709.1468737378011,136.92760685538343,0.7496486022,26449.179334381588,0.0,0.0,0.637734023263724,0.07681112160945697,621.4,29.399005279037038,1.778,386.9060000141114,10.006219688659439,0.6174890790167484,282.2207682137343,41.670446575916046,9.573695294826663,0.096,0.096,-2.088150097618569,4534.0,0.1825,12.71,9536.16331951662,1333.0171270388935,99.58767289365842,4.0,9608.190981905585,0.5377565551426156,408.0381827536644,900.7334318489761,0.096
24,Estonia,2025,0.4898694366912824,100.0,15.700633893666263,-0.0010193977143580927,-0.00737115832233233,0.2075562090088841,1.5090631820871745,711.5880137678145,136.7653915659044,0.7496486022,27283.65517462742,0.0,0.0,0.6008791519274654,0.07893668444283512,621.4,29.434381874340986,1.778,383.5840000170171,10.87563583504289,0.6283441736167484,285.939667467738,45.51610731772202,9.659347737573507,0.096,0.096,-3.0485269456595665,4534.0,0.1825,12.71,9524.865918644025,1334.6376587915943,99.58495132504171,4.0,9596.808248781592,0.4589576186454678,349.2120405332026,900.8255398111517,0.096
20,Eritrea,2021,2.8408382241,100.0,5.657585219206861,0.5500009204375346,7.518809861624386,94.50173330282179,17.59427014214506,692.0286310302058,12.276473106818134,61.7224880383,589.0457136662822,0.0,0.0,0.000999778579088712,0.03099988801281752,333.0,29.420614103928592,2.42,3223.672215500216,711.8150060920607,0.020999513156341843,40.455576740709354,3.4267420260980455,11.175126924924195,0.7,0.7,21.59,12163.032700056294,0.04411,2.8,779.2818820910671,3590.560519565303,57.79904405474118,0.5,2035.8739160391553,0.582000597252461,161.88130190632288,2310.3239997003975,4.515
21,Eritrea,2022,2.8408382241,100.0,5.6441245137097065,0.5500018408750416,7.518822730748388,94.50174740624385,17.60197228227297,692.0385881775705,12.114397207089478,61.7224880383,593.1208751007201,0.0,0.0,0.0009995593724430232,0.030999777145535437,333.0,29.683853669251203,2.42,3261.166431015589,733.603109815403,0.0213448986417354,41.148475126354114,3.516471841565574,11.175138642448042,0.7,0.7,21.59,12163.032700056294,0.04411,2.8,768.9936523281898,3634.700039266325,57.79858074466786,0.5,2008.9959161683728,0.5820011945049043,159.65349211566826,2374.6099997003976,4.515
22,Eritrea,2023,2.8408382241,100.0,5.630663808212552,0.5500027613125485,7.51883559987239,94.50176150966593,17.609674422400886,692.0485453249353,11.95232130736082,61.7224880383,597.196036535158,0.0,0.0,0.0009993401657973344,0.03099966627825335,333.0,29.947093234573813,2.42,3298.660646530961,755.3912135387452,0.021690284127128957,41.841373511998874,3.606201657033102,11.175150359971887,0.7,0.7,21.59,12163.032700056294,0.04411,2.8,758.7054225653125,3678.8395589673464,57.79811743459454,0.5,1982.1179162975905,0.5820017917573476,157.42568232501364,2438.895999700397,4.515
23,Eritrea,2024,2.8408382241,100.0,5.617203102715398,0.5500036817500555,7.518848468996392,94.501775613088,17.617376562528797,692.0585024723,11.790245407632165,61.7224880383,601.2711979695958,0.0,0.0,0.0009991209591516455,0.030999555410971262,333.0,30.210332799896424,2.42,3336.154862046333,777.1793172620876,0.022035669612522516,42.534271897643634,3.6959314725006305,11.175162077495735,0.7,0.7,21.59,12163.032700056294,0.04411,2.8,748.4171928024351,3722.9790786683684,57.79765412452122,0.5,1955.239916426808,0.5820023890097908,155.19787253435902,2503.1819997003972,4.515
24,Eritrea,2025,2.8408382241,100.0,5.603742397218244,0.5500046021875625,7.518861338120394,94.50178971651006,17.62507870265671,692.0684596196647,11.628169507903507,61.7224880383,605.3463594040338,0.0,0.0,0.0009989017525059568,0.030999444543689178,333.0,30.47357236521903,2.42,3373.649077561706,798.9674209854298,0.022381055097916075,43.22717028328839,3.785661287968159,11.175173795019582,0.7,0.7,21.59,12163.032700056294,0.04411,2.8,738.1289630395578,3767.1185983693904,57.7971908144479,0.5,1928.3619165560253,0.5820029862622341,152.97006274370443,2567.4679997003973,4.515
20,Venezuela (Bolivarian Republic of),2021,38.3691880723906,100.0,3.6181557884645397,16.71001018893891,1.2611332159934823,73.85132335794371,4.361935260494548,3299.9390341935,5590.344708678716,39.2452830189,2102.471211878884,0.0,0.0,0.7933001471626625,5.123000912156937,1813.0000027802191,31.084972564566876,1.54,3931.8458264667815,46.337532255060026,-0.019676432777680455,3.9211628219168917,2.0785439546928752,7.540366368944685,495.0,160.0,1055.3005181226604,91205.0,157.6372617708225,805.0,28442.016451859614,28351.029859324826,93.09766530278984,227.0,46929.436683677064,22.626311707027675,801.0755670806909,29668.411539133867,520.0
21,Venezuela (Bolivarian Republic of),2022,38.36922567158538,100.0,3.6181346424807446,16.710020377877434,1.2611343394546084,73.8508116762101,4.112364251302117,3299.9197769437105,5625.158328013354,39.2452830189,469.5410584905326,0.0,0.0,0.7933002926966124,5.123001824313843,1813.000003270551,30.994085690839476,1.54,3975.5186527625956,23.862718200985782,-0.10513175188559275,0.009915984140125289,0.16222721594860756,7.540366137725899,495.0,160.0,1055.3010362453008,91205.0,157.64878732073217,805.0,28557.912289655716,28268.124856639923,93.09744545733868,227.0,47183.39867824103,22.626323414054916,806.0301593847504,30051.984097643035,520.0
22,Venezuela (Bolivarian Republic of),2023,38.369263270780166,100.0,3.6181134964969495,16.71003056681596,1.2611354629157343,73.8502999944765,3.8627932421096878,3299.9005196939206,5659.97194734799,39.2452830189,-1163.3890948978187,0.0,0.0,0.7933004382305623,5.123002736470751,1813.000003760883,30.903198817112077,1.54,4019.191479058409,1.3879041469115379,-0.19058707099350508,-3.901330853636642,-1.75408952279566,7.5403659065071125,495.0,160.0,1055.3015543679412,91205.0,157.66031287064186,805.0,28673.80812745182,28185.219853955015,93.09722561188752,227.0,47437.360672805,22.626335121082153,810.9847516888099,30435.556656152203,520.0
23,Venezuela (Bolivarian Republic of),2024,38.36930086997495,100.0,3.618092350513154,16.710040755754484,1.2611365863768602,73.8497883127429,3.6132222329172583,3299.881262444131,5694.785566682626,39.2452830189,-2796.3192482861705,0.0,0.0,0.7933005837645122,5.123003648627658,1813.000004251215,30.812311943384678,1.54,4062.864305354223,-21.086909907162706,-0.27604239010141735,-7.8125776914134075,-3.6704062615399278,7.540365675288326,495.0,160.0,1055.3020724905816,91205.0,157.67183842055152,805.0,28789.703965247918,28102.31485127011,93.09700576643637,227.0,47691.32266736897,22.626346828109394,815.9393439928693,30819.12921466137,520.0
24,Venezuela (Bolivarian Republic of),2025,38.36933846916973,100.0,3.618071204529359,16.71005094469301,1.2611377098379863,73.8492766310093,3.3636512237248284,3299.8620051943417,5729.599186017263,39.2452830189,-4429.249401674522,0.0,0.0,0.793300729298462,5.123004560784565,1813.000004741547,30.721425069657283,1.54,4106.537131650037,-43.56172396123695,-0.3614977092093296,-11.723824529190173,-5.586723000284195,7.54036544406954,495.0,160.0,1055.302590613222,91205.0,157.6833639704612,805.0,28905.59980304402,28019.4098485852,93.09678592098521,227.0,47945.28466193294,22.62635853513663,820.8939362969288,31202.70177317054,520.0
20,Canada,2021,3.004262213957913,100.0,3.845383552123657,3.777040371641651,0.12997893301518088,10.603082325694785,1.8075078728240992,38055.5757727288,22044.24655459054,1.7918676775,44024.878344495344,0.0,0.0,27.506000152064242,4.865653034060151,693.6,3.859395171228438,2.065,6964.245946851961,13.035660408400366,-0.03485482174504961,221.58233337656185,40.81174232690358,3.7181038369840564,52.0,138.3,1168.0112025982046,987973.9458489198,841.5133729153494,2850.0,74628.70522959741,38082.839861401284,99.8,370.0,75991.35893914282,36.071064636512155,944.3861631883132,30963.21327471796,52.0
21,Canada,2022,2.8041279938095727,100.0,3.8037399065920976,3.695080744536508,0.12699596438735972,10.555064765341637,1.8099624316078269,37706.8685662036,21792.5901654962,1.7918676775,44490.046545495345,0.0,0.0,27.50600030412843,4.8654302993287395,693.6,3.898602275177445,2.065,6995.350893612008,13.140713934863506,-0.3090271306012986,212.15170550502157,41.2399916644297,3.7026340388040846,52.0,138.3,1118.2723741803293,987972.8969625948,841.520355633731,2850.0,73746.10344433048,38423.525722571285,99.8,370.0,75092.56476521103,35.91112927562045,928.811217752331,31256.362549452235,52.0
22,Canada,2023,2.603993773661232,100.0,3.7620962610605377,3.613121117431365,0.12401299575953856,10.50704720498849,1.8124169903915546,37358.1613596784,21540.933776401864,1.7918676775,44955.214746495345,0.0,0.0,27.506000456192623,4.865207564597329,693.6,3.937809379126453,2.065,7026.455840372055,13.245767461326645,-0.5831994394575476,202.7210776334813,41.66824100195583,3.6871642406241123,52.0,138.3,1068.5335457624537,987971.8480762698,841.5273383521127,2850.0,72863.50165906356,38764.211583741286,99.8,370.0,74193.77059127924,35.751193914728745,913.2362723163487,31549.51182418651,52.0
23,Canada,2024,2.4038595535128913,100.0,3.720452615528978,3.531161490326222,0.1210300271317174,10.459029644635342,1.8148715491752823,37009.454153153194,21289.277387307528,1.7918676775,45420.382947495345,0.0,0.0,27.506000608256812,4.864984829865917,693.6,3.9770164830754604,2.065,7057.560787132102,13.350820987789785,-0.8573717483137966,193.290449761941,42.09649033948196,3.6716944424441404,52.0,138.3,1018.7947173445783,987970.7991899449,841.5343210704943,2850.0,71980.89987379665,39104.89744491129,99.8,370.0,73294.97641734745,35.59125855383704,897.6613268803666,31842.661098920784,52.0
24,Canada,2025,2.2037253333645506,100.0,3.6788089699974185,3.449201863221079,0.11804705850389624,10.411012084282195,1.8173261079590102,36660.746946627994,21037.620998213188,1.7918676775,45885.551148495346,0.0,0.0,27.506000760321005,4.864762095134505,693.6,4.016223587024468,2.065,7088.665733892149,13.455874514252924,-1.1315440571700457,183.85982189040072,42.524739677008085,3.656224644264168,52.0,138.3,969.0558889267029,987969.7503036199,841.541303788876,2850.0,71098.29808852971,39445.58330608129,99.8,370.0,72396.18224341566,35.431323192945335,882.0863814443843,32135.81037365506,52.0
20,El Salvador,2021,3.936399662303881,100.0,41.944918395137066,1.431000863169008,5.447281367184737,67.56373943640139,4.956268643464002,882.5214365769256,595.0429291649568,40.5024743053,3864.2820657146303,0.0,0.0,0.21299996808359675,0.47400012686436427,1434.0,309.75883068225124,1.417,1684.1804563099531,25.091081497911947,0.03434489937474519,32.38336646119728,9.31068030616743,2.429468092115167,10.64,0.0,45.49461462305835,2104.0,3.879,15.63,2397.6595051632144,6517.326083083235,93.80820066674606,6.15,4029.8474046421384,2.118000947708972,324.8784365092448,4829.663835343596,10.64
21,El Salvador,2022,3.835996834203881,100.0,41.95929901819428,1.4310017263379873,5.447284470169371,67.56373948121094,4.912595488890921,882.8240448720438,592.0359008985592,40.5024743053,3927.715672305402,0.0,0.0,0.21299993652042612,0.47400025232466586,1434.0,311.2526941571118,1.417,1647.8194111944597,25.38920727667138,0.03462319409370681,32.271127377682944,9.01903415473199,2.431539144906242,10.64,0.0,45.43188128967321,2104.0,3.879,15.63,2385.543071566638,6548.75714235494,93.81586271329847,6.15,4009.4827951181605,2.1180018954179136,323.21770257939255,4900.64854251336,10.64
22,El Salvador,2023,3.735594006103881,100.0,41.9736796412515,1.4310025895069667,5.4472875731540045,67.56373952602048,4.868922334317841,883.126653167162,589.0288726321617,40.5024743053,3991.149278896174,0.0,0.0,0.2129999049572555,0.4740003777849675,1434.0,312.74655763197245,1.417,1611.4583660789663,25.68733305543082,0.03490148881266842,32.158888294168605,8.72738800329655,2.4336101976973175,10.64,0.0,45.36914795628806,2104.0,3.879,15.63,2373.426637970062,6580.188201626644,93.8235247598509,6.15,3989.1181855941823,2.1180028431268547,321.55696864954035,4971.633249683123,10.64
23,El Salvador,2024,3.635191178003881,100.0,41.98806026430872,1.431003452675946,5.447290676138638,67.56373957083004,4.825249179744761,883.4292614622801,586.0218443657641,40.5024743053,4054.582885486946,0.0,0.0,0.21299987339408488,0.47400050324526916,1434.0,314.2404211068331,1.417,1575.0973209634728,25.985458834190258,0.03517978353163004,32.04664921065427,8.43574185186111,2.435681250488393,10.64,0.0,45.30641462290292,2104.0,3.879,15.63,2361.3102043734857,6611.619260898348,93.83118680640331,6.15,3968.753576070204,2.118003790835796,319.8962347196881,5042.617956852886,10.64
24,El Salvador,2025,3.534788349903881,100.0,42.00244088736594,1.4310043158449255,5.447293779123272,67.56373961563958,4.781576025171681,883.7318697573984,583.0148160993664,40.5024743053,4118.016492077718,0.0,0.0,0.21299984183091425,0.47400062870557075,1434.0,315.73428458169366,1.417,1538.7362758479794,26.283584612949692,0.03545807825059165,31.93441012713994,8.14409570042567,2.4377523032794683,10.64,0.0,45.24368128951778,2104.0,3.879,15.63,2349.1937707769093,6643.050320170052,93.83884885295573,6.15,3948.3889665462257,2.118004738544737,318.2355007898359,5113.60266402265,10.64
20,Egypt,2021,100.0,100.0,4.002376275578001,61.32274924476043,106.64838840677355,78.75070856017246,11.31232595301148,4008.0812767722105,1605.1053779979006,98.2608695652,3733.399081200441,1.0,1.0,5.526797025528808,10.837262939163942,106.6000058700206,104.14941012868351,30006.573644461427,59908.9784941319,23.127254324639665,0.7595274965379013,20.310459781886625,4.989741221294019,144.2677021087909,84.0,0.0,3844.021340964914,100145.0,168.1967693024053,1.0,9.542871134831877,104300.42893195245,99.39164828293494,1.5,548.72380031956,78.18228468488729,747.9854211807326,44826.06831316997,56.5
21,Egypt,2022,100.0,100.0,4.052198824615122,61.29813527368254,106.60569600026156,78.37514567728758,11.154685586356635,4057.9436769632043,1566.7800030086303,98.2608695652,3859.79350661061,1.0,1.0,5.653594049017895,10.911509990572169,106.60000690330953,106.11042636402274,30510.191930354602,60914.23725002703,24.423554528639666,0.7808062882316209,20.89988983479112,5.106256965689198,147.3223469175909,84.0,0.0,3863.6102298538144,100145.0,168.19676930393348,1.0,9.31503412617673,106264.28984887268,99.38658116112084,1.5,535.621958998651,78.8203854985542,738.6484928402541,45611.16357631865,56.5
22,Egypt,2023,100.0,100.0,4.102021373652243,61.27352130260466,106.56300359374956,77.9995827944027,10.997045219701787,4107.806077154198,1528.45462801936,98.2608695652,3986.1879320207795,1.0,1.0,5.7803910725069825,10.985757041980396,106.60000793659846,108.07144259936196,31013.81021624778,61919.496005922156,25.719854732639668,0.8020850799253404,21.489319887695622,5.222772710084377,150.37699172639088,84.0,0.0,3883.1991187427147,100145.0,168.1967693054617,1.0,9.087197117521582,108228.1507657929,99.38151403930674,1.5,522.5201176777421,79.45848631222113,729.3115644997757,46396.25883946732,56.5
23,Egypt,2024,100.0,100.0,4.151843922689364,61.248907331526766,106.52031118723757,77.62401991151782,10.83940485304694,4157.668477345192,1490.1292530300896,98.2608695652,4112.582357430949,1.0,1.0,5.907188095996069,11.060004093388624,106.60000896988738,110.03245883470119,31517.428502140956,62924.75476181728,27.01615493663967,0.82336387161906,22.07874994060012,5.339288454479556,153.43163653519088,84.0,0.0,3902.788007631615,100145.0,168.19676930698986,1.0,8.859360108866433,110192.01168271314,99.37644691749264,1.5,509.4182763568331,80.09658712588804,719.9746361592972,47181.354102616,56.5
